date,symbol,signal_time,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier
2023-04-03,KOTAKBANK,11:55,348.8,955,333104.0,346.6,353.2,2.0,"CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",3,3.8498,ORB-30,ORB-30: breakout above 348.80 (range=2.20),15:15,349.2,TIME_EXIT,LOSS,-119.66,-0.04,48.1,STANDARD
2023-04-05,COLPAL,10:05,1518.0,219,332442.0,1508.2,1537.6,2.0,"ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",4,5.9748,ORB-30,ORB-30: breakout above 1518.00 (range=9.80),14:00,1537.6,TARGET_HIT,EXACT_WIN,3788.54,1.14,48.4,STANDARD
2023-04-06,KOTAKBANK,10:00,350.0,952,333200.0,349.6959183673469,351.4102040816326,4.64,"BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,RSI-EXT,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",4,6.0436,VPOC,VPOC: rejection below VPOC=350.39,11:05,351.4102040816326,TARGET_HIT,EXACT_WIN,839.96,0.25,49.1,STANDARD
2023-04-10,IGL,09:15,231.65,1438,333112.7,230.06275510204082,240.4265306122449,5.53,"ADX-FILTER,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,MACD,PDH-PDL,STOCHASTIC,VOL-SPIKE,VPOC,VWAP-STDDEV",4,5.6467,VPOC,VPOC: breakout above VAH=231.65,11:15,230.06275510204082,STOP_HIT,LOSS,-2782.02,-0.84,58.9,STANDARD
2023-04-11,DIXON,09:50,2989.4,111,331823.4,2962.0,3044.2000000000003,2.0,"CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC,VWAP-REV",4,4.0123,ORB-30,ORB-30: breakout above 2989.40 (range=27.40),10:15,2962.0,STOP_HIT,LOSS,-3538.61,-1.07,48.8,STANDARD
2023-04-12,INDIAMART,09:15,2576.0591836734693,129,332311.63,2566.892857142857,2618.365306122449,4.62,"ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",4,4.631,VPOC,VPOC: breakout above VAH=2576.06,09:25,2618.365306122449,TARGET_HIT,EXACT_WIN,4952.89,1.49,58.8,STANDARD
2023-04-13,DEEPAKNTR,09:15,1859.7675,179,332898.38,1855.13375,1878.3024999999998,4.0,"ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC,VWAP-STDDEV",3,5.631,CAMARILLA,CAMARILLA: breakout above H4=1859.77,09:25,1878.3024999999998,TARGET_HIT,EXACT_WIN,2814.06,0.85,57.7,STANDARD
2023-04-17,PIIND,09:20,3035.66,109,330886.94,3019.34,3068.2999999999993,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,PDH-PDL,REL-STR,RSI-EXT,SR-BREAK,VPOC,VWAP-STDDEV",3,3.1686,SR-BREAK,SR-BREAK: breakout above resistance 3035.66,10:00,3019.34,STOP_HIT,LOSS,-2275.81,-0.69,50.0,STANDARD
2023-04-18,SBILIFE,10:45,1150.0,289,332350.0,1140.9,1168.1999999999998,2.0,"ASC-TRI,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VWAP-STDDEV",4,2.6998,ORB-30,ORB-30: breakout above 1150.00 (range=9.10),15:15,1146.2,TIME_EXIT,LOSS,-1597.66,-0.48,48.5,STANDARD
2023-04-19,INDIGO,11:00,1970.95,169,333090.55,1950.0,2012.8500000000001,2.0,"CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",3,3.3498,ORB-30,ORB-30: breakout above 1970.95 (range=20.95),15:15,1970.0,TIME_EXIT,LOSS,-661.77,-0.2,48.6,STANDARD
2023-04-20,APLAPOLLO,09:25,1245.5510204081634,267,332562.12,1244.938775510204,1261.4693877551022,26.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,PDH-PDL,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,VPOC,VWAP-REV,VWAP-STDDEV",4,4.6061,VPOC,VPOC: breakout above VAH=1245.55,09:35,1244.938775510204,STOP_HIT,LOSS,-663.96,-0.2,49.8,STANDARD
2023-04-21,ALKEM,09:20,3391.6525,98,332381.95,3375.82625,3454.9575000000004,4.0,"ASC-TRI,BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",4,4.1054,CAMARILLA,CAMARILLA: breakout above H4=3391.65,10:05,3454.9575000000004,TARGET_HIT,EXACT_WIN,5698.6,1.71,48.5,STANDARD
2023-04-24,COCHINSHIP,09:15,245.60204081632654,1357,333281.97,245.53979591836736,250.7061224489796,82.0,"ASC-TRI,BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",4,3.9179,VPOC,VPOC: breakout above VAH=245.60,09:20,245.53979591836736,STOP_HIT,LOSS,-586.0,-0.18,48.5,STANDARD
2023-04-25,ANURAS,09:15,1076.75,309,332715.75,1076.179081632653,1085.8846938775512,16.0,"BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",4,6.6054,VPOC,VPOC: breakout above VAH=1076.75,09:20,1085.8846938775512,TARGET_HIT,EXACT_WIN,2319.55,0.7,57.2,STANDARD
2023-04-26,SJVN,11:20,35.0,9523,333305.0,34.35,36.3,2.0,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC",5,3.799,ORB-30,ORB-30: breakout above 35.00 (range=0.65),15:15,35.65,TIME_EXIT,WIN,5683.41,1.71,49.4,STANDARD
2023-04-27,BAJFINANCE,09:15,606.1632653061224,549,332783.63,606.0510204081633,609.5306122448978,30.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",3,5.381,VPOC,VPOC: breakout above VAH=606.16,09:20,609.5306122448978,TARGET_HIT,EXACT_WIN,1346.29,0.4,58.5,STANDARD
2023-04-28,MEDANTA,09:40,518.165,643,333180.09,512.8575,539.3949999999999,4.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",3,4.856,CAMARILLA,CAMARILLA: breakout above H4=518.16,13:55,512.8575,STOP_HIT,LOSS,-3911.49,-1.17,47.7,STANDARD
2023-05-02,VBL,09:15,292.605,1139,333277.1,290.6525,300.4150000000001,4.0,"ADX-FILTER,ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,MACD,PDH-PDL,REL-STR,SR-BREAK,VPOC,VWAP-REV",5,5.553,CAMARILLA,CAMARILLA: breakout above H4=292.61,11:05,290.6525,STOP_HIT,LOSS,-2723.73,-0.82,50.3,STANDARD
2023-05-03,IEX,09:20,155.1,2149,333309.9,154.85306122448978,157.0673469387755,7.97,"ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",4,4.3498,VPOC,VPOC: rejection below VPOC=155.33,10:00,154.85306122448978,STOP_HIT,LOSS,-1031.89,-0.31,48.5,STANDARD
2023-05-04,GRANULES,09:15,302.45,1102,333299.9,301.35,306.84999999999997,4.0,"ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",4,6.131,CAMARILLA,CAMARILLA: breakout above H4=302.45,09:50,306.84999999999997,TARGET_HIT,EXACT_WIN,4343.33,1.3,57.9,STANDARD
2023-05-05,HDFCAMC,10:05,873.9,381,332955.9,863.6,894.4999999999999,2.0,"ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC",3,5.3248,ORB-30,ORB-30: breakout above 873.90 (range=10.30),15:15,876.8,TIME_EXIT,WIN,602.87,0.18,48.4,STANDARD
2023-05-08,IEX,09:15,158.4,2104,333273.6,150.48,186.55,3.55,"ADX-FILTER,ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND",3,3.5998,ASC-TRI,Ascending Triangle: breakout above resistance 156.18,15:15,160.1,TIME_EXIT,WIN,3072.38,0.92,48.4,STANDARD
2023-05-09,ALKEM,09:15,3525.95306122449,94,331439.59,3518.6010204081635,3568.7285714285713,5.82,"ASC-TRI,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,VOL-SPIKE,VPOC",4,5.4062,VPOC,VPOC: breakout above VAH=3525.95,09:40,3568.7285714285713,TARGET_HIT,EXACT_WIN,3518.62,1.06,58.7,STANDARD
2023-05-10,INDUSINDBK,09:15,1151.9350000000002,289,332909.22,1146.7925,1172.5050000000003,4.0,"ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",3,4.0217,CAMARILLA,CAMARILLA: breakout above H4=1151.94,12:00,1172.5050000000003,TARGET_HIT,EXACT_WIN,5438.93,1.63,49.6,STANDARD
2023-05-11,ADANIENT,09:15,1850.25,180,333045.0,1842.2749999999999,1882.15,4.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,ORB-30,PDH-PDL,REL-STR,SR-BREAK,VOL-SPIKE,VPOC",5,6.0842,CAMARILLA,CAMARILLA: breakout above H4=1850.25,09:20,1882.15,TARGET_HIT,EXACT_WIN,5236.17,1.57,58.4,STANDARD
2023-05-12,LALPATHLAB,13:15,1015.6,328,333116.8,966.28,1114.2400000000002,2.0,"ADX-FILTER,ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,SUPERTREND,VOL-SPIKE,VPOC",6,4.8185,VOL-SPIKE,"VOL-SPIKE: price at resistance 986.00, vol 2.1x avg",15:15,1020.5,TIME_EXIT,WIN,1104.55,0.33,58.5,STANDARD
2023-05-15,POLICYBZR,09:35,600.4,555,333222.0,591.35,618.4999999999999,2.0,"BOLLINGER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,REL-STR,RSI-EXT,VWAP-STDDEV",2,4.0938,ORB-15,ORB-15: breakout above 600.40 (range=9.05),15:15,600.5,TIME_EXIT,LOSS,-446.07,-0.13,49.3,STANDARD
2023-05-16,OIL,09:15,174.57999999999998,1909,333273.22,173.59,178.53999999999996,4.0,"ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,GAP-CONT,PDH-PDL,REL-STR,STOCHASTIC,VPOC,VWAP-STDDEV",3,3.2717,CAMARILLA,CAMARILLA: breakout above H4=174.58,15:15,173.8,TIME_EXIT,LOSS,-1989.43,-0.6,49.9,STANDARD
2023-05-17,POLICYBZR,13:25,623.2,534,332788.8,616.9,635.8000000000002,2.0,"ADX-FILTER,ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,MACD,ORB-15,ORB-30,STOCHASTIC,SUPERTREND,VWAP-STDDEV",5,3.9748,ORB-30,ORB-30: breakout above 623.20 (range=6.30),14:45,635.8000000000002,TARGET_HIT,EXACT_WIN,6222.14,1.87,48.9,STANDARD
2023-05-18,CANFINHOME,09:25,685.1175000000001,486,332967.11,678.55875,711.3525000000002,4.0,"BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,ORB-15,PDH-PDL,REL-STR,STOCHASTIC,VOL-SPIKE,VPOC",3,5.4804,CAMARILLA,CAMARILLA: breakout above H4=685.12,15:00,678.55875,STOP_HIT,LOSS,-3686.2,-1.11,58.1,STANDARD
2023-05-19,MAXHEALTH,09:15,542.8425,614,333305.29,538.62125,559.7275,4.0,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",2,2.8554,CAMARILLA,CAMARILLA: breakout above H4=542.84,15:15,544.95,TIME_EXIT,WIN,791.35,0.24,47.9,STANDARD
2023-05-22,USHAMART,09:40,237.5,1403,333212.5,223.839,269.4,2.34,"ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,RSI-EXT,STOCHASTIC,SUPERTREND",5,4.8561,ASC-TRI,Ascending Triangle: breakout above resistance 237.40,15:15,239.45,TIME_EXIT,WIN,2232.18,0.67,49.5,STANDARD
2023-05-23,USHAMART,10:40,241.3,1381,333235.3,237.45,249.00000000000006,2.0,"ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,RSI-EXT,SR-BREAK,STOCHASTIC,VPOC,VWAP-REV",6,4.8811,ORB-30,ORB-30: breakout above 241.30 (range=3.85),13:50,237.45,STOP_HIT,LOSS,-5814.18,-1.74,50.6,STANDARD
2023-05-24,ITC,10:05,355.95,936,333169.2,352.2,363.45,2.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",5,5.9498,ORB-30,ORB-30: breakout above 355.95 (range=3.75),15:15,357.55,TIME_EXIT,WIN,994.96,0.3,48.5,STANDARD
2023-05-25,BHARTIARTL,09:25,804.345,414,332998.83,802.1725,813.0350000000001,4.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC",4,3.5312,CAMARILLA,CAMARILLA: breakout above H4=804.35,09:50,813.0350000000001,TARGET_HIT,EXACT_WIN,3093.59,0.93,48.5,STANDARD
2023-05-26,KEI,10:00,2008.0,166,333328.0,1980.0,2064.0,2.0,"CPR,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",2,3.225,ORB-30,ORB-30: breakout above 2008.00 (range=28.00),15:15,2004.0,TIME_EXIT,LOSS,-1165.14,-0.35,46.9,STANDARD
2023-05-29,IRCTC,09:15,625.4387755102041,532,332733.43,624.4591836734694,631.3163265306123,6.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",6,6.506,VPOC,VPOC: breakout above VAH=625.44,09:50,631.3163265306123,TARGET_HIT,EXACT_WIN,2623.53,0.79,57.9,STANDARD
2023-05-30,APOLLOHOSP,13:05,4685.5,71,332670.5,4595.22,4866.0599999999995,2.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,STOCHASTIC,SUPERTREND,VOL-SPIKE,VPOC",5,5.9435,VOL-SPIKE,"VOL-SPIKE: price at resistance 4689.00, vol 2.0x avg",15:05,4595.22,STOP_HIT,LOSS,-6905.57,-2.08,57.8,STANDARD
2023-05-31,TORNTPHARM,09:15,1713.6214285714286,194,332442.56,1713.3035714285716,1728.2428571428572,46.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,GAP-CONT,PDH-PDL,REL-STR,STOCHASTIC,VOL-SPIKE,VPOC,VWAP-REV,VWAP-STDDEV",4,5.8594,VPOC,VPOC: breakout above VAH=1713.62,09:20,1728.2428571428572,TARGET_HIT,EXACT_WIN,2333.85,0.7,58.7,STANDARD
2023-06-01,REDINGTON,09:15,176.50750000000002,1888,333246.16,175.77875,179.42250000000004,4.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",6,6.8185,CAMARILLA,CAMARILLA: breakout above H4=176.51,11:55,179.42250000000004,TARGET_HIT,EXACT_WIN,4997.61,1.5,57.3,STANDARD
2023-06-02,OFSS,09:25,3208.925,103,330519.28,3196.9625,3256.7750000000005,4.0,"ADX-FILTER,ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",3,5.5748,CAMARILLA,CAMARILLA: breakout above H4=3208.93,09:50,3196.9625,STOP_HIT,LOSS,-1729.0,-0.52,48.2,STANDARD
2023-06-05,IPCALAB,09:15,705.98,472,333222.56,680.54,756.8600000000001,2.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",2,4.5748,SR-BREAK,SR-BREAK: breakout above resistance 705.98,15:15,726.05,TIME_EXIT,WIN,8964.02,2.69,47.5,STANDARD
2023-06-06,ASTRAL,09:15,1892.98,176,333164.48,1794.32,2090.3,2.0,"ADX-FILTER,BULL-FLAG,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",2,3.2054,SR-BREAK,SR-BREAK: breakout above resistance 1892.98,15:15,1910.6,TIME_EXIT,WIN,2597.22,0.78,47.4,STANDARD
2023-06-07,BRITANNIA,09:15,4728.54,70,330997.8,4716.77,4775.62,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,PDH-PDL,REL-STR,VOL-SPIKE,VPOC",3,4.881,CAMARILLA,CAMARILLA: breakout above H4=4728.54,09:20,4775.62,TARGET_HIT,EXACT_WIN,2794.5,0.84,60.2,STANDARD
2023-06-08,PAYTM,09:15,727.6857142857143,458,333280.06,725.95,735.7857142857143,4.67,"ASC-TRI,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,GAP-CONT,PDH-PDL,REL-STR,STOCHASTIC,VOL-SPIKE,VPOC",3,5.6094,VPOC,VPOC: breakout above VAH=727.69,09:20,735.7857142857143,TARGET_HIT,EXACT_WIN,3205.26,0.96,58.5,STANDARD
2023-06-09,LAURUSLABS,09:25,347.73,958,333125.34,342.94,357.31000000000006,2.0,"BOLLINGER,DAILY-BIAS,DBL-BTM,EMA-CROSS,REL-STR,RSI-EXT,SR-BREAK,SUPERTREND,VPOC,VWAP-REV,VWAP-STDDEV",3,2.9811,SR-BREAK,SR-BREAK: breakout above resistance 347.73,13:00,342.94,STOP_HIT,LOSS,-5086.58,-1.53,50.1,STANDARD
2023-06-12,RAMCOCEM,11:55,937.0,355,332635.0,914.7,981.5999999999999,2.0,"ADX-FILTER,BULL-FLAG,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",2,4.5492,SR-BREAK,SR-BREAK: breakout above resistance 937.00,15:15,937.7,TIME_EXIT,LOSS,-252.42,-0.08,47.2,STANDARD
2023-06-13,BOSCHLTD,10:10,19200.0,17,326400.0,18970.0,19660.0,2.0,"ADX-FILTER,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",4,3.506,ORB-30,ORB-30: breakout above 19200.00 (range=230.00),15:15,19107.05,TIME_EXIT,LOSS,-2071.12,-0.63,48.7,STANDARD
2023-06-14,CANBK,09:15,55.68,5986,333300.48,54.5664,57.71,1.82,"BOLLINGER,DAILY-BIAS,FIRST-CANDLE,GAP-FADE,MACD,REL-STR,RSI-EXT,VWAP-STDDEV",2,3.1944,GAP-FADE,"GAP-FADE: gap-down -3.5%, fading back to 57.71",15:15,55.68,TIME_EXIT,LOSS,-501.63,-0.15,49.9,STANDARD
2023-06-15,JKCEMENT,09:20,3346.7375,99,331327.01,3332.36875,3404.2125000000005,4.0,"BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",2,4.899,CAMARILLA,CAMARILLA: breakout above H4=3346.74,09:55,3332.36875,STOP_HIT,LOSS,-1920.32,-0.58,47.9,STANDARD
2023-06-16,JKCEMENT,09:15,3350.37,99,331686.63,3341.185,3387.1099999999997,4.0,"BULL-FLAG,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC",4,3.549,CAMARILLA,CAMARILLA: breakout above H4=3350.37,13:30,3387.1099999999997,TARGET_HIT,EXACT_WIN,3134.95,0.95,49.1,STANDARD
2023-06-19,BATAINDIA,09:45,1622.9,205,332694.5,1612.1,1644.5000000000005,2.0,"ADX-FILTER,ASC-TRI,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",5,5.4748,ORB-30,ORB-30: breakout above 1622.90 (range=10.80),15:15,1625.0,TIME_EXIT,LOSS,-70.64,-0.02,48.8,STANDARD
2023-06-20,EXIDEIND,09:35,216.605,1538,333138.49,214.9275,223.31499999999997,4.0,"ADX-FILTER,ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",5,4.256,CAMARILLA,CAMARILLA: breakout above H4=216.60,15:15,220.0,TIME_EXIT,WIN,4715.97,1.42,48.8,STANDARD
2023-06-21,ABB,09:15,4404.71,75,330353.25,4384.855,4484.13,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VPOC,VWAP-STDDEV",2,2.881,CAMARILLA,CAMARILLA: breakout above H4=4404.71,10:40,4384.855,STOP_HIT,LOSS,-1985.56,-0.6,48.1,STANDARD
2023-06-22,JUBLFOOD,09:50,500.6225,665,332913.96,497.88625,511.56750000000005,4.0,"ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VOL-SPIKE,VPOC",5,6.131,CAMARILLA,CAMARILLA: breakout above H4=500.62,12:10,497.88625,STOP_HIT,LOSS,-2319.27,-0.7,57.9,STANDARD
2023-06-23,UNITDSPR,09:30,895.25,372,333033.0,894.4734693877551,903.2857142857143,10.35,"ASC-TRI,BOLLINGER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,REL-STR,SUPERTREND,VPOC",3,2.9062,VPOC,VPOC: rejection below VPOC=896.68,09:35,894.4734693877551,STOP_HIT,LOSS,-789.9,-0.24,48.0,STANDARD
2023-06-26,ABBOTINDIA,09:20,22678.6625,14,317501.27,22614.38125,22935.7875,4.0,"ADX-FILTER,CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC",3,4.375,CAMARILLA,CAMARILLA: breakout above H4=22678.66,09:45,22614.38125,STOP_HIT,LOSS,-1379.31,-0.43,47.5,STANDARD
2023-06-27,GRANULES,09:15,291.51938775510206,1143,333206.66,291.0627551020408,296.4510204081633,10.8,"CAMARILLA,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,VOL-SPIKE,VPOC",4,5.506,VPOC,VPOC: breakout above VAH=291.52,09:45,296.4510204081633,TARGET_HIT,EXACT_WIN,5130.89,1.54,58.1,STANDARD
2023-06-28,SUNPHARMA,09:15,1003.9,332,333294.8,967.5269999999999,1079.3749999999998,2.08,"ADX-FILTER,ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM,EMA-CROSS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC",5,4.106,ASC-TRI,Ascending Triangle: breakout above resistance 1000.91,15:15,1021.5,TIME_EXIT,WIN,5336.95,1.6,49.0,STANDARD
2023-06-30,CYIENT,10:00,1486.2675000000002,224,332923.92,1477.23375,1522.4025000000004,4.0,"CAMARILLA,DAILY-BIAS,FIRST-CANDLE,MACD,ORB-15,ORB-30,PDH-PDL,REL-STR,SR-BREAK,STOCHASTIC,SUPERTREND,VPOC,VWAP-STDDEV",2,3.5937,CAMARILLA,CAMARILLA: breakout above H4=1486.27,10:20,1522.4025000000004,TARGET_HIT,EXACT_WIN,7586.72,2.28,46.9,STANDARD
2023-07-03,RELIANCE,09:15,1217.823469387755,273,332465.81,1217.7107142857144,1225.7163265306122,70.0,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,ORB-15,ORB-30,PDH-PDL,SR-BREAK,STOCHASTIC,VPOC",5,3.506,VPOC,VPOC: breakout above VAH=1217.82,09:35,1225.7163265306122,TARGET_HIT,EXACT_WIN,1652.55,0.5,49.4,STANDARD
